,ZNF90,ZNF534,H3K9me3,KAP1,SMAD1,OCT4,TCF4,SOX2,FOXP1,FOXA1,KLF4,NANOG,MED1,H3K27ac,H3K4me1,H3K4me3,Chimeric Transcript,GRO-seq,RNA-seq
chr1_169683070_169688724_2532_ZNF534_KAP1_EncodeRepressed_GRO5of7_GRO6of7_GRO7of7_proto7bc____chr1_169683070-169683479____1-409,,10,,12,,,,,,,,,,,,,,,
chr19_20359172_20359555_h3k27ac_EncodeRepressed_SOLO_7old____chr19_20359172-20359555____1-383,,,,,,,,,,,,,,,,,,,
chr10_26352429_26352861_EncodeRepressed_SOLO_7old____chr10_26352429-26352861____1-432,,,,,,,,,,,,,,,,,,,
chr2_52075646_52076077_EncodeRepressed_SOLO_proto7bc____chr2_52075646-52076077____1-431,,,,,,,,,,,,,,,,,,,
chrX_116924988_116925422_EncodeRepressed_SOLO_C_proto7bc_-__chrX_116924988-116925422_-__1-433,,,,,,,,,,,,,,,,,,,
chr3_67037862_67044184_2732_ZNF534_EncodeTxn_GRO5of7_GRO6of7_GRO7of7_C_proto7bc_-__chr3_67043751-67044184_-__1-433,,10,,,,,,,,,,,,,,,,,
chr14_87253862_87254296_EncodeRepressed_SOLO_proto7bc____chr14_87253862-87254296____1-431,,,,,,,,,,,,,,4,,,,,
chr1_10416523_10416951_EncodeTxn_SOLO_C_proto7bc_-__chr1_10416523-10416951_-__1-427,,,,,,,,,,,,,,4,,,,,
chr19_23025568_23026001_EncodeRepressed_SOLO_C_proto7bc_-__chr19_23025568-23026001_-__1-433,,,11,,,,,,,,,,,,,,,,
chr12_83377187_83377620_EncodeRepressed_SOLO_proto7bc____chr12_83377187-83377620____1-433,,,,,,,,,,,,,,,,,,,
chr12_33087850_33090857_2215_ZNF534_EncodeRepressed_GRO4of7_C_proto7bc_-__chr12_33090422-33090857_-__1-431,,10,,,,,,,,,,,,,,,,,
chr1_57531052_57531483_EncodeRepressed_SOLO_proto7bc____chr1_57531052-57531483____1-431,,,,,,,,,,,,,,4,,,,,
chr3_175825245_175825677_h3k27ac_EncodeRepressed_SOLO_NANOG_C_proto7bc_-__chr3_175825245-175825677_-__1-432,,,,,,,,,,,,2,,4,,,,,
chr8_92415773_92416204_EncodeRepressed_SOLO_proto7bc____chr8_92415773-92416204____1-431,,,,,,,,,,,,,,,,,,,
chr4_97136992_97140080_2377_KAP1_EncodeRepressed_GRO4of7_C_proto7bc_-__chr4_97139672-97140080_-__1-408,,,11,12,,,,,,,,,,4,,6,,,
chr7_131587863_131588296_h3k27ac_weakenh_SOLO_C_proto7bc_-__chr7_131587863-131588296_-__1-433,,,,,,,,,,,,,,,,,,,
chr17_60384972_60385404_h3k27ac_enh_SOLO_44108_SMAD11_proto7bc____chr17_60384972-60385404____1-365,,,,,13,,,,,,,,,4,5,,,,
chrX_149682989_149683399_h3k27ac_EncodeTxn_SOLO_proto7bc____chrX_149682989-149683399____1-366,,,,,,,,,,,,,,4,,,,,
chr4_133531334_133534636_1279_ZNF534_EncodeTxn_GRO5of7_GRO6of7_GRO7of7_C_7old_-__chr4_133534207-133534636_-__1-362,,10,,,,,,,,,,,,,,,,,
chr5_44119742_44120093_EncodeTxn_SOLO_C_7old_-__chr5_44119742-44120093_-__1-341,,,,,,,,,,,,,,,,,,,
chr6_78091529_78091959_weakenh_SOLO_7old____chr6_78091529-78091959____1-362,,,,,,,,,,,,,,4,,,,,
chr11_43071243_43071597_h3k27ac_weakenh_SOLO_C_7old_-__chr11_43071243-43071597_-__1-344,,,,,,,,,,,,,,4,,,,,
chr8_103002078_103004589_1495_KAP1_k27ac_EncodeTxn_GRO3of7_7old____chr8_103002078-103002468____1-389,,,11,12,,,,,,,,,,4,,,,,
chr2_166641470_166641846_EncodeRepressed_SOLO_C_7old_-__chr2_166641470-166641846_-__1-363,,,,,,,,,,,,,,,,,,,
chr2_197578410_197587726_3986_1_k27ac_TSSflanking_NANOG_chimeric_GRO1of7_7old____chr2_197578410-197578776____1-366,,,,,,,,,,,,2,,4,,,7,8,
chr8_7393593_7393977_EncodeRepressed_SOLO_C_7old_-__chr8_7393593-7393977_-__1-384,,,,,,,,,,,,,,,5,,,,
chr8_7917928_7918312_EncodeTxn_SOLO_7old____chr8_7917928-7918312____1-384,,,,,,,,,,,,,,,,,,,
chr16_62662587_62662952_EncodeRepressed_SOLO_C_7old_-__chr16_62662587-62662952_-__1-361,,,,,,,,,,,,,,,,,,,
chr8_71664665-71670448_1428_ZNF534_KAP1_k27ac_EncodeRepressed_GRO2of7__chr8_71664665-71665020____1-355,,10,,12,,,,,,,,,,,,,,,
chr10_55971512_55976087_2643_ZNF534_EncodeRepressed_7old____chr10_55971512-55971900____1-388,,10,,,,,,,,,,,,,,,,,
chr15_74354144_74359784_1679_ZNF534_KAP1_EncodeTxn_7old____chr15_74354144-74354537____1-385,,10,11,12,,,,,,,,,,,,,,,
chr4_30148804_30149243_h3k27ac_enh_SOLO_NANOG_C_7old_-__chr4_30148804-30149243_-__1-439,,,,,,,,,,,,2,,4,5,,,,
chr7_42673708_42674144_EncodeTxn_SOLO_C_7old_-__chr7_42673708-42674144_-__1-436,,,,,,,,,,,,,,,,,,,
chr13_54494757_54495204_EncodeRepressed_SOLO_7old____chr13_54494757-54495204____1-446,,,,,,,,,,,,,,,,,,,
chr8_105838506_105838896_weakenh_SOLO_C_7old_-__chr8_105838506-105838896_-__1-387,,,,,,,,,,,,,,,,,,,
chr7_141578076_141584442_1753_ZNF534_KAP1_k27ac_enh_GRO1of7_C_7old_-__chr7_141584043-141584442_-__1-397,,10,,12,,,,,,,,,,4,5,,,8,
chr3_167422393_167431175_5206_ZNF534_KAP1_k4me3_EncodeTxn_7old____chr3_167422393-167422843____1-447,,10,,12,,,,,,,,,,,5,6,,,
chr15_95043308_95043756_h3k27ac_enh_SOLO_NANOG_7old____chr15_95043308-95043756____1-448,,,,,,,,,,,,2,,4,5,,,,
chr3_124827654_124828113_h3k27ac_enh_SOLO_NANOG_44108_SMAD11_7old____chr3_124827654-124828113____1-445,,,,,13,,,,,,,2,,4,5,,,,
chrX_529618_530006_EncodeRepressed_SOLO_C_7old_-__chrX_529618-530006_-__1-386,,,,,,,,,,,,,,,,,,,
chrY_529618_530006_SOLO_C_7old_-__chrY_529618-530006_-__1-386,,,,,,,,,,,,,,,,,,,
chr13_84578832_84579222_EncodeRepressed_SOLO_7old____chr13_84578832-84579222____1-387,,,,,,,,,,,,,,,,,,,
chr4_100991693_100997475_2658_ZNF534_EncodeRepressed_GRO5of7_GRO6of7_GRO7of7_C_7old_-__chr4_100997079-100997475_-__1-396,,10,,,,,,,,,,,,4,,,,,
chr3_143797445_143805925_5541_ZNF90_EncodeTxn_7old____chr3_143797445-143797939____1-392,1,,,,,,,,,,,,,4,5,6,,,
chr17_80258157_80258544_enh_SOLO_C_7old_-__chr17_80258157-80258544_-__1-386,,,,,,,,,,,,,,4,5,,,,
chr2_224215695_224216135_h3k27ac_EncodeTxn_SOLO_NANOG_C_7old_-__chr2_224215695-224216135_-__1-388,,,,,,,,,,,,2,,4,5,,,,
chr3_143072320_143072752_h3k27ac_EncodeTxn_SOLO_C_7old_-__chr3_143072320-143072752_-__1-387,,,,,,,,,,,,,,4,,,,,
chr1_74002376_74002763_EncodeRepressed_SOLO_C_7old_-__chr1_74002376-74002763_-__1-386,,,,,,,,,,,,,,,,,,,
chr11_83341985_83345578_2049_ZNF90_KAP1_EncodeRepressed_GRO3of7_C_7old_-__chr11_83345187-83345578_-__1-391,1,,11,12,,,,,,,,,,,,6,,,
chr19_23032880_23033268_EncodeRepressed_SOLO_7old____chr19_23032880-23033268____1-388,,,11,,,,,,,,,,,,,,,,
chr19_20518831_20524470_1962_1_EncodeRepressed_GRO4of7_C_7old_-__chr19_20524088-20524470_-__1-382,,,,,,,,,,,,,,,,,,,
chr3_59802349_59802741_h3k27ac_EncodeRepressed_SOLO_7old____chr3_59802349-59802741____1-388,,,,,,,,,,,,,,4,5,,,,
chr10_70626156_70626798_h3k27ac_enh_SOLO_44108_SMAD11_SOX2_TCF4_7old____chr10_70626156-70626798____1-365,,,,,13,,15,16,,,,,,4,5,,,,
chr7_124008265_124008713_h3k27ac_EncodeRepressed_SOLO_7old____chr7_124008265-124008713____1-397,,,,,,,,,,,,,,4,5,,,,
chr13_48004599_48005007_h3k27ac_EncodeTxn_SOLO_C_7old_-__chr13_48004599-48005007_-__1-364,,,,,,,,,,,,,,4,5,,,,
chr1_210111090_210116207_2699_ZNF534_KAP1_k27ac_EncodeTxn_GRO1of7_C_7old_-__chr1_210115848-210116207_-__1-359,,10,,12,,,,,,,,,,4,,,,8,
chr4_68030946-68037573_3949_ZNF534_EncodeTxn_GRO2of7__chr4_68030946-68031311____1-365,,10,,,,,,,,,,,,4,,,,,
chr18_38489771_38490123_weakenh_SOLO_7old____chr18_38489771-38490123____1-351,,,,,,,,,,,,,,,,,,,
chr8_126284282_126284656_h3k27ac_EncodeTxn_SOLO_7old____chr8_126284282-126284656____1-363,,,,,,,,,,,,,,4,,,,,
chrX_73801458_73809385_2684_KAP1_EncodeRepressed_GRO5of7_GRO6of7_GRO7of7_C_7old_-__chrX_73809019-73809385_-__1-366,,,,12,,,,,,,,,,,,,,,
chr1_192793880_192794256_enh_SOLO_C_7old_-__chr1_192793880-192794256_-__1-375,,,,,,,,,,,,,,4,5,,,,
chr13_31607334_31607706_EncodeTxn_SOLO_C_7old_-__chr13_31607334-31607706_-__1-363,,,,,,,,,,,,,,4,,,,,
chr7_43436367_43436754_h3k27ac_EncodeRepressed_SOLO_C_7old_-__chr7_43436367-43436754_-__1-386,,,,,,,,,,,,,,4,,,,,
chr6_68070059_68070457_h3k27ac_enh_SOLO_NANOG_SOX2_7old____chr6_68070059-68070457____1-397,,,,,,,,16,,,,2,,4,5,,,,
chrX_123777297_123777730_weakenh_SOLO_FOXP1_7old____chrX_123777297-123777730____1-397,,,,,,,,,17,,,,,4,,,,,
chrY_16851802_16852234_SOLO_C_7old_-__chrY_16851802-16852234_-__1-432,,,,,,,,,,,,,,,,,,,
chr6_61600186_61606272_2889_ZNF534_KAP1_EncodeRepressed_GRO3of7_7old____chr6_61600186-61600634____1-448,,10,,12,,,,,,,,,,,,,,,
chr2_52337661_52338058_h3k4me3_EncodeTxn_SOLO_NANOG_7old____chr2_52337661-52338058____1-396,,,,,,,,,,,,2,,4,,,,,
chr1_93830337_93837088_1908_KAP1_EncodeTxn_GRO5of7_GRO6of7_GRO7of7_proto7bc____chr1_93830337-93830747____1-410,,,11,12,,,,,,,,,,,,,,,
chr2_101251269_101251631_h3k27ac_weakenh_SOLO_SMAD11_C_7old_-__chr2_101251269-101251631_-__1-362,,,,,13,,,,,,,,,4,,,,,
chr4_5049354_5049738_EncodeRepressed_SOLO_C_7old_-__chr4_5049354-5049738_-__1-384,,,,,,,,,,,,,,,,,,,
chr8_111805283_111805649_h3k27ac_EncodeTxn_SOLO_7old____chr8_111805283-111805649____1-360,,,,,,,,,,,,,,4,,,,,
chr7_75778912-75781936_1469_ZNF534_KAP1_k4me3_TSS_chimeric_GRO2of7__chr7_75778912-75779306____1-384,,10,,12,,,,,,,,,,4,,6,7,,
chr7_75788164_75788562_h3k27ac_enh_SOLO_NANOG_44108_chimeric_7old____chr7_75788164-75788562____1-387,,,,,,,,,,,,2,,4,,,7,,
chr22_33834286_33834682_SOLO_7old____chr22_33834286-33834682____1-396,,,,,,,,,,,,,,4,5,,,,
chrX_101964692_101965081_EncodeRepressed_SOLO_NANOG_44108_C_7old_-__chrX_101964692-101965081_-__1-366,,,,,,,,,,,,2,,4,,,,,
chr10_122639304_122639670_EncodeTxn_SOLO_C_7old_-__chr10_122639304-122639670_-__1-366,,,,,,,,,,,,,,,,,,,
chr5_7055005_7063741_2841_1_EncodeRepressed_GRO4of7_C_7old_-__chr5_7063333-7063741_-__1-370,,,,,,,,,,,,,,,,,,,
chr8_9802983_9809297_2405_1_EncodeRepressed_GRO4of7_7old____chr8_9802983-9803343____1-359,,,11,,,,,,,,,,,,,,,,
chr4_80466_80832_EncodeTxn_SOLO_C_7old_-__chr4_80466-80832_-__1-364,,,11,,,,,,,,,,,,,,,,
chr10_83429512_83429886_EncodeRepressed_SOLO_C_7old_-__chr10_83429512-83429886_-__1-364,,,11,,,,,,,,,,,,,,,,
chr3_93938055_93944071_1829_1_EncodeTxn_7old____chr3_93938055-93938442____1-364,,,11,,,,,,,,,,,,,,,,
chr9_10909283_10909642_EncodeRepressed_SOLO_7old____chr9_10909283-10909642____1-357,,,,,,,,,,,,,,,,,,,
chrY_20905364_20905731_SOLO_7old____chrY_20905364-20905731____1-366,,,,,,,,,,,,,,,,,,,
chr1_192978517_192980540_981_ZNF90_KAP1_EncodeTxn_GRO5of7_GRO6of7_GRO7of7_C_7old_-__chr1_192980176-192980540_-__1-363,1,,11,12,,,,,,,,,,,,,,,
chrY_11896309_11896674_SOLO_C_7old_-__chrY_11896309-11896674_-__1-364,,,,,,,,,,,,,,,,,,,
chrX_99749772_99750138_EncodeTxn_SOLO_C_7old_-__chrX_99749772-99750138_-__1-366,,,,,,,,,,,,,,,,,,,
chr2_51263033_51263398_weakenh_SOLO_C_7old_-__chr2_51263033-51263398_-__1-365,,,,,,,,,,,,,,,,,,,
chr11_75331868_75332247_h3k27ac_enh_SOLO_NANOG_7old____chr11_75331868-75332247____1-365,,,11,,,,,,,,,2,,4,,,,,
chr19_8203645_8204010_h3k27ac_enh_SOLO_44108_SMAD11_C_7old_-__chr19_8203645-8204010_-__1-365,,,,,13,,,,,,,,,4,,,,,
chr4_64579543_64579905_EncodeTxn_SOLO_7old____chr4_64579543-64579905____1-362,,,,,,,,,,,,,,,,,,,
chr18_58641222_58646708_1672_KAP1_EncodeRepressed_GRO4of7_C_7old_-__chr18_58646337-58646708_-__1-365,,,11,12,,,,,,,,,,,,,,,
chr4_107290579_107295851_1932_KAP1_EncodeRepressed_GRO5of7_GRO6of7_GRO7of7_C_7old_-__chr4_107295474-107295851_-__1-377,,,11,12,,,,,,,,,,,,,,,
chr3_44344658_44350393_3426_ZNF534_KAP1_k27ac_EncodeTxn_GRO1of7_C_7old_-__chr3_44350027-44350393_-__1-366,,10,,12,,,,,,,,,,,,,,8,
chr10_64506820_64507214_weakenh_SOLO_7old____chr10_64506820-64507214____1-366,,,,,,,,,,,,,,4,5,,,,
chrY_17131121_17142090_2257_1_GRO5of7_GRO6of7_GRO7of7_C_7old_-__chrY_17141723-17142090_-__1-365,,,,,,,,,,,,,,,,,,,
chrX_87688451_87688815_EncodeTxn_SOLO_44108_7old____chrX_87688451-87688815____1-364,,,,,,,,,,,,,,4,,,,,
chr6_29245477_29252808_2475_KAP1_EncodeRepressed_C_7old_-__chr6_29252367-29252808_-__1-429,,,,12,,,,,,,,,,,,,,,
chr7_22913465_22918928_2289_KAP1_EncodeTxn_GRO4of7_7old____chr7_22913465-22913829____1-354,,,11,12,,,,,,,,,,,,,,,
chr7_30479569_30485283_1724_KAP1_EncodeTxn_GRO4of7_7old____chr7_30479569-30479952____1-365,,,,12,,,,,,,,,,,,,,,
chr17_54935084_54935436_EncodeTxn_SOLO_C_7old_-__chr17_54935084-54935436_-__1-351,,,,,,,,,,,,,,,,,,,
chr2_211261807_211267653_2647_KAP1_EncodeTxn_7old____chr2_211261807-211262181____1-364,,,,12,,,,,,,,,,,,,,,
chr7_52332923_52339041_3493_KAP1_EncodeTxn_GRO4of7_C_7old_-__chr7_52338672-52339041_-__1-360,,,,12,,,,,,,,,,,,,,,
chr6_40861398_40868767_5456_1_weakenh_GRO5of7_GRO6of7_GRO7of7_C_7old_-__chr6_40868336-40868767_-__1-387,,,,,,,,,,,,,,4,,,,,
chr3_191927319_191927716_h3k27ac_TSS_SOLO_SMAD11_7old____chr3_191927319-191927716____1-397,,,,,13,,,,,,,,,4,,6,,,
chrX_103761159_103767306_2868_transcribed_ZNF534_k4me3_enh_44108_wanghigh_GRO1of7_C_7old_-__chrX_103766932-103767306_-__1-364,,10,,,,,,,,,,,,4,,6,,8,9
chr3_122171296_122171683_EncodeRepressed_SOLO_C_7old_-__chr3_122171296-122171683_-__1-364,,,,,,,,,,,,,,,,,,,
chrX_94052057_94052429_EncodeTxn_SOLO_NANOG_44108_7old____chrX_94052057-94052429____1-360,,,,,,,,,,,,2,,4,,,,,
chr10_118701974_118702351_h3k27ac_enh_SOLO_7old____chr10_118701974-118702351____1-354,,,,,,,,,,,,,,4,,,,,
chr15_41285321_41285686_h3k4me3_TSS_SOLO_C_7old_-__chr15_41285321-41285686_-__1-364,,,,,,,,,,,,,,4,,6,,,
chr5_163334360_163340585_3053_KAP1_EncodeTxn_GRO5of7_GRO6of7_GRO7of7_7old____chr5_163334360-163334733____1-364,,,11,12,,,,,,,,,,,,,,,
chrX_130277374_130280192_1506_ZNF534_EncodeTxn_GRO3of7_7old____chrX_130277374-130277735____1-360,,10,,,,,,,,,,,,4,,,,,
chr8_81982945_81983319_EncodeRepressed_SOLO_7old____chr8_81982945-81983319____1-364,,,,,,,,,,,,,,,,,,,
chr13_54211342_54211745_EncodeTxn_SOLO_7old____chr13_54211342-54211745____1-361,,,,,,,,,,,,,,,,,,,
chrX_16580050_16580415_SOLO_C_7old_-__chrX_16580050-16580415_-__1-364,,,,,,,,,,,,,,4,,,,,
chr2_154520933_154521329_TSSflanking_SOLO_C_7old_-__chr2_154520933-154521329_-__1-372,,,,,,,,,,,,,,,,,,,
chr2_98045195_98045558_EncodeTxn_SOLO_C_7old_-__chr2_98045195-98045558_-__1-362,,,,,,,,,,,,,,,,,,,
chr9_35151223_35151596_EncodeRepressed_SOLO_wangmod_C_7old_-__chr9_35151223-35151596_-__1-364,,,11,,,,,,,,,,,,,,,,
chr11_80700042_80700400_EncodeRepressed_SOLO_KLF4_7old____chr11_80700042-80700400____1-349,,,,,,,,,,,19,,,,,,,,
chr3_84187812_84193404_2464_ZNF534_EncodeTxn_GRO5of7_GRO6of7_GRO7of7_C_7old_-__chr3_84193039-84193404_-__1-364,,10,,,,,,,,,,,,,,,,,
chr2_81397265_81397631_EncodeRepressed_SOLO_C_7old_-__chr2_81397265-81397631_-__1-366,,,,,,,,,,,,,,,,,,,
chr8_126422954_126423309_h3k27ac_enh_SOLO_NANOG_44108_C_7old_-__chr8_126422954-126423309_-__1-354,,,,,,,,,,,,2,,4,5,,,,
chr7_109641708_109647640_1648_ZNF534_EncodeTxn_GRO1of7_C_proto7bc_-__chr7_109647164-109647640_-__1-432,,10,,,,,,,,,,,,,,,,8,
chr19_44591494_44591866_h3k27ac_EncodeRepressed_SOLO_C_7old_-__chr19_44591494-44591866_-__1-363,,,,,,,,,,,,,,,,,,,
chrX_96841750_96842123_TSSflanking_SOLO_44108_C_7old_-__chrX_96841750-96842123_-__1-364,,,,,,,,,,,,,,4,,,,,
chrX_94221719_94222108_EncodeRepressed_SOLO_7old____chrX_94221719-94222108____1-366,,,,,,,,,,,,,,,,,,,
chr6_63950227_63956522_3530_ZNF534_EncodeRepressed_GRO4of7_7old____chr6_63950227-63950593____1-364,,10,,,,,,,,,,,,,,,,,
chr1_70367629_70374024_2156_ZNF534_k4me3_EncodeTxn_KLF4_wanghigh_GRO3of7_7old____chr1_70367629-70368061____1-388,,10,,,,,,,,,19,,,,,,,,9
chr2_201221304_201221701_enh_SOLO_7old____chr2_201221304-201221701____1-397,,,,,,,,,,,,,,4,5,,,,
chr19_35067753_35068119_h3k27ac_TSS_SOLO_C_7old_-__chr19_35067753-35068119_-__1-366,,,,,,,,,,,,,,4,5,,,,
chr8_35829022_35829396_EncodeRepressed_SOLO_C_7old_-__chr8_35829022-35829396_-__1-365,,,11,,,,,,,,,,,,,,,,
chr8_134970289_134970667_EncodeRepressed_SOLO_C_7old_-__chr8_134970289-134970667_-__1-348,,,,,,,,,,,,,,4,,,,,
chr8_136618849_136619213_EncodeRepressed_SOLO_C_7old_-__chr8_136618849-136619213_-__1-364,,,,,,,,,,,,,,4,,,,,
chr12_54942538_54948366_2366_1_k27ac_EncodeRepressed_chimeric_GRO5of7_GRO6of7_GRO7of7_C_7old_-__chr12_54947977-54948366_-__1-366,,,,,,,,,,,,,,,,,7,,
chr15_45551236_45551603_EncodeRepressed_SOLO_C_7old_-__chr15_45551236-45551603_-__1-366,,,,,,,,,,,,,,,,,,,
chr4_106410477_106410841_SOLO_C_7old_-__chr4_106410477-106410841_-__1-359,,,,,,,,,,,,,,4,,,,,
chr3_98191088_98196791_2148_ZNF534_KAP1_EncodeRepressed_GRO3of7_7old____chr3_98191088-98191462____1-364,,10,,12,,,,,,,,,,,,6,,,
chr15_35245893_35246256_weakenh_SOLO_SMAD11_7old____chr15_35245893-35246256____1-363,,,,,13,,,,,,,,,4,5,,,,
chrX_67985334_67985767_EncodeRepressed_SOLO_C_7old_-__chrX_67985334-67985767_-__1-366,,,,,,,,,,,,,,,,,,,
chrY_12559210_12565355_1507_1_GRO5of7_GRO6of7_GRO7of7_C_7old_-__chrY_12564971-12565355_-__1-384,,,,,,,,,,,,,,,,,,,
chr1_233471991_233472366_h3k27ac_EncodeRepressed_SOLO_7old____chr1_233471991-233472366____1-365,,,11,,,,,,,,,,,,,,,,
chrX_3808975_3809365_EncodeTxn_SOLO_7old____chrX_3808975-3809365____1-357,,,,,,,,,,,,,,4,5,,,,
chr3_58437208_58437582_h3k27ac_weakenh_SOLO_C_7old_-__chr3_58437208-58437582_-__1-373,,,,,,,,,,,,,,4,,,,,
chr10_89284720_89290887_2820_ZNF534_KAP1_k4me3_EncodeTxn_GRO5of7_GRO6of7_GRO7of7_7old____chr10_89284720-89285118____1-396,,10,,12,,,,,,,,,,4,,,,,
chr11_121298713_121299068_h3k27ac_weakenh_SOLO_C_7old_-__chr11_121298713-121299068_-__1-353,,,,,,,,,,,,,,4,,,,,
chrX_34229994_34230359_EncodeTxn_SOLO_C_7old_-__chrX_34229994-34230359_-__1-364,,,,,,,,,,,,,,,,,,,
chr4_186241956-186247584_1674_ZNF534_KAP1_k4me3_TSS_NANOG_SMAD11_wanghigh_chimeric_GRO2of7__chr4_186247217-186247584_-__1-366,,10,,12,13,,,,,,,2,,4,,6,7,,9
chr3_168930920_168933315_736_KAP1_EncodeTxn_GRO4of7_C_7old_-__chr3_168932955-168933315_-__1-360,,,11,12,,,,,,,,,,,,,,,
chr7_48941053_48941413_EncodeRepressed_SOLO_7old____chr7_48941053-48941413____1-359,,,,,,,,,,,,,,,,,,,
chr10_17385379_17385754_h3k27ac_EncodeTxn_SOLO_C_7old_-__chr10_17385379-17385754_-__1-364,,,,,,,,,,,,,,,,,,,
chr4_72173242_72173608_EncodeRepressed_SOLO_7old____chr4_72173242-72173608____1-365,,,,,,,,,,,,,,,,,,,
chr9_88514137_88514504_EncodeRepressed_SOLO_C_7old_-__chr9_88514137-88514504_-__1-366,,,11,,,,,,,,,,,,,,,,
chr21_37988279_37988654_EncodeRepressed_SOLO_7old____chr21_37988279-37988654____1-365,,,,,,,,,,,,,,,,,,,
chr5_23421412_23421800_EncodeRepressed_SOLO_7old____chr5_23421412-23421800____1-388,,,,,,,,,,,,,,,,,,,
chr8_131308262_131308638_h3k4me3_TSSflanking_SOLO_NANOG_44108_SOX2_7old____chr8_131308262-131308638____1-363,,,,,,,,16,,,,2,,4,,6,,,
chr5_43797818_43798213_EncodeRepressed_SOLO_7old____chr5_43797818-43798213____1-363,,,,,,,,,,,,,,,,,,,
chr14_93559392-93564970_5509_1_EncodeTxn_GRO2of7__chr14_93564574-93564970_-__1-396,,,,,,,,,,,,,,,,,,,
chr12_61587106_61592931_1650_ZNF534_KAP1_EncodeRepressed_GRO4of7_7old____chr12_61587106-61587480____1-374,,10,,12,,,,,,,,,,,,,,,
chr22_35227631_35228005_weakenh_SOLO_7old____chr22_35227631-35228005____1-364,,,,,,,,,,,,,,,,,,,
chr20_896877_901599_1450_KAP1_EncodeTxn_GRO4of7_7old____chr20_896877-897229____1-343,,,,12,,,,,,,,,,,,,,,
chr8_49419793_49426326_2414_ZNF534_EncodeRepressed_GRO4of7_7old____chr8_49419793-49420159____1-363,,10,,,,,,,,,,,,,,,,,
chr2_215089939_215096031_3616_KAP1_EncodeRepressed_GRO5of7_GRO6of7_GRO7of7_7old____chr2_215089939-215090306____1-365,,,,12,,,,,,,,,,,,,,,
